region,RRm_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09272_Freyung-Grafenau,-0.11228609085083008,RRm,year,precipitation,mm day-1,7
09273_Kelheim,-0.03613162040710449,RRm,year,precipitation,mm day-1,7
09274_Landshut,-0.07568120956420898,RRm,year,precipitation,mm day-1,7
09275_Passau,-0.09400391578674316,RRm,year,precipitation,mm day-1,7
09276_Regen,-0.15428781509399414,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,-0.05655980110168457,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,-0.05959773063659668,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,-0.06676721572875977,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,-0.004340410232543945,RRm,year,precipitation,mm day-1,7
09361_Amberg,-0.006412506103515625,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,-0.018602848052978516,RRm,year,precipitation,mm day-1,7
09362_Regensburg,-0.0381169319152832,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.05149435997009277,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,-0.05383896827697754,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,-0.00425410270690918,RRm,year,precipitation,mm day-1,7
09372_Cham,-0.046726226806640625,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.016453981399536133,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,-0.05137443542480469,RRm,year,precipitation,mm day-1,7
09375_Regensburg,-0.018429994583129883,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,-0.02227926254272461,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,-0.06050753593444824,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,-0.03461337089538574,RRm,year,precipitation,mm day-1,7
09461_Bamberg,-0.03343081474304199,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,-0.06227922439575195,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,-0.07199573516845703,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,-0.1063528060913086,RRm,year,precipitation,mm day-1,7
09463_Coburg,-0.1027674674987793,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,-0.11087274551391602,RRm,year,precipitation,mm day-1,7
09464_Hof,-0.11017942428588867,RRm,year,precipitation,mm day-1,7
09471_Bamberg,-0.03704404830932617,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,-0.06174182891845703,RRm,year,precipitation,mm day-1,7
09473_Coburg,-0.10661768913269043,RRm,year,precipitation,mm day-1,7
09474_Forchheim,-0.07858109474182129,RRm,year,precipitation,mm day-1,7
09475_Hof,-0.11091828346252441,RRm,year,precipitation,mm day-1,7
09476_Kronach,-0.13224482536315918,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,-0.08168506622314453,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,-0.07352256774902344,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,-0.08428168296813965,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,-0.02409195899963379,RRm,year,precipitation,mm day-1,7
09561_Ansbach,-0.039307594299316406,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,-0.010788202285766602,RRm,year,precipitation,mm day-1,7
09562_Erlangen,-0.023798465728759766,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,-0.016734600067138672,RRm,year,precipitation,mm day-1,7
09563_Fürth,-0.017121315002441406,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.0016064643859863281,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.0007436275482177734,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.008042573928833008,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.006375312805175781,RRm,year,precipitation,mm day-1,7
09571_Ansbach,-0.023267030715942383,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,-0.011859416961669922,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.012686491012573242,RRm,year,precipitation,mm day-1,7
09573_Fürth,-0.025048494338989258,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,-0.011453628540039062,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.020048141479492188,RRm,year,precipitation,mm day-1,7
09576_Roth,0.009578466415405273,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.0014009475708007812,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,-0.06425666809082031,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,-0.04839324951171875,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,-0.03941845893859863,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,-0.04093003273010254,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,-0.025769472122192383,RRm,year,precipitation,mm day-1,7
09663_Würzburg,-0.00988459587097168,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,-0.12991929054260254,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,-0.1241457462310791,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,-0.1179354190826416,RRm,year,precipitation,mm day-1,7
09674_Haßberge,-0.06088423728942871,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,-0.022835135459899902,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,-0.06804323196411133,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,-0.08859872817993164,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,-0.03935384750366211,RRm,year,precipitation,mm day-1,7
09679_Würzburg,-0.02738642692565918,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,-0.030551433563232422,RRm,year,precipitation,mm day-1,7
09761_Augsburg,-0.04543304443359375,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,-0.0703878402709961,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,-0.04816746711730957,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),-0.13189315795898438,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),-0.08586359024047852,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,-0.07168745994567871,RRm,year,precipitation,mm day-1,7
09764_Memmingen,-0.08031010627746582,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,-0.02918100357055664,RRm,year,precipitation,mm day-1,7
09772_Augsburg,-0.0294644832611084,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,-0.027390718460083008,RRm,year,precipitation,mm day-1,7
09774_Günzburg,-0.03469371795654297,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,-0.03930473327636719,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.07904434204101562,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),-0.19197416305541992,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,-0.071075439453125,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,-0.07199859619140625,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.012942790985107422,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,-0.1339125633239746,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,-0.0907142162322998,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,-0.20398807525634766,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.09204792976379395,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,-0.10323333740234375,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,-0.09819364547729492,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,-0.0827329158782959,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,-0.15974903106689453,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.014787435531616211,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.01749897003173828,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,-0.046718597412109375,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,-0.018717050552368164,RRm,year,precipitation,mm day-1,7
12052_Cottbus,-0.02146458625793457,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.0032862424850463867,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),-0.0006221532821655273,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.011880636215209961,RRm,year,precipitation,mm day-1,7
12054_Potsdam,-0.022610187530517578,RRm,year,precipitation,mm day-1,7
12060_Barnim,-0.010242581367492676,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,-0.017623066902160645,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,-0.02087259292602539,RRm,year,precipitation,mm day-1,7
12063_Havelland,-0.009068727493286133,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,-0.015996694564819336,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,-0.00028014183044433594,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,-0.021906375885009766,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.002529740333557129,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,-0.021815061569213867,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,-0.04027986526489258,RRm,year,precipitation,mm day-1,7
12070_Prignitz,-0.04017460346221924,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,-0.018436431884765625,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,-0.019626617431640625,RRm,year,precipitation,mm day-1,7
12073_Uckermark,-0.004049062728881836,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,-0.04065108299255371,RRm,year,precipitation,mm day-1,7
13003_Rostock,-0.036217451095581055,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,-0.03748655319213867,RRm,year,precipitation,mm day-1,7
13004_Schwerin,-0.04343593120574951,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,-0.009877324104309082,RRm,year,precipitation,mm day-1,7
13072_Rostock,-0.040880680084228516,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,-0.003887653350830078,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,-0.03630554676055908,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,-0.008099079132080078,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,-0.04663681983947754,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.09930777549743652,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,-0.10442447662353516,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,-0.10985636711120605,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,-0.09954524040222168,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,-0.06516790390014648,RRm,year,precipitation,mm day-1,7
14524_Zwickau,-0.07705116271972656,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,-0.021821260452270508,RRm,year,precipitation,mm day-1,7
14612_Dresden,-0.028082847595214844,RRm,year,precipitation,mm day-1,7
14625_Bautzen,-0.00745701789855957,RRm,year,precipitation,mm day-1,7
14626_Görlitz,-0.024487018585205078,RRm,year,precipitation,mm day-1,7
14627_Meißen,-0.0014182329177856445,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,-0.0661458969116211,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,-0.030655384063720703,RRm,year,precipitation,mm day-1,7
14713_Leipzig,-0.04998016357421875,RRm,year,precipitation,mm day-1,7
14729_Leipzig,-0.0459141731262207,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,-0.020594358444213867,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.023123741149902344,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,-0.008278369903564453,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),-0.08214116096496582,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),-0.08192324638366699,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.03494119644165039,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,-0.05320143699645996,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,-0.04997372627258301,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,-0.02325451374053955,RRm,year,precipitation,mm day-1,7
15083_Börde,-0.03689539432525635,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,-0.11184453964233398,RRm,year,precipitation,mm day-1,7
15085_Harz,-0.09770774841308594,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,-0.041612863540649414,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,-0.09376168251037598,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,-0.08216238021850586,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,-0.053582072257995605,RRm,year,precipitation,mm day-1,7
15090_Stendal,-0.036186814308166504,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,-0.03019857406616211,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.13423728942871094,RRm,year,precipitation,mm day-1,7
16051_Erfurt,-0.11343026161193848,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,-0.1247258186340332,RRm,year,precipitation,mm day-1,7
16052_Gera,-0.13456082344055176,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,-0.16392064094543457,RRm,year,precipitation,mm day-1,7
16053_Jena,-0.1706984043121338,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,-0.12493038177490234,RRm,year,precipitation,mm day-1,7
16054_Suhl,-0.21446657180786133,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,-0.15368103981018066,RRm,year,precipitation,mm day-1,7
16055_Weimar,-0.1558828353881836,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,-0.06069135665893555,RRm,year,precipitation,mm day-1,7
16056_Eisenach,-0.08234524726867676,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,-0.07910811901092529,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,-0.061510682106018066,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,-0.07076239585876465,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,-0.08023786544799805,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,-0.09126639366149902,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,-0.13424468040466309,RRm,year,precipitation,mm day-1,7
16067_Gotha,-0.1558685302734375,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,-0.09918093681335449,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,-0.13642573356628418,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,-0.1296374797821045,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,-0.15342926979064941,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,-0.17875337600708008,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,-0.12171268463134766,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,-0.17407774925231934,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,-0.10519695281982422,RRm,year,precipitation,mm day-1,7
16076_Greiz,-0.09670090675354004,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,-0.07435750961303711,RRm,year,precipitation,mm day-1,7
