region,SU30_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09575_Neustadt a.d. Aisch-Bad Windsheim,4.276494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,4.2047873,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,3.7802434,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,4.7358847,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,4.428542,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,4.7052803,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,4.104789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,3.4956963,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,3.1781356,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,4.1493363,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,4.6418533,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,3.9546075,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,4.0142326,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,4.432791,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,4.5677476,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,4.112289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,1.9550886,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),1.5328392,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,2.482257,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,4.110005,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,3.8169084,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,4.1363297,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,3.739277,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,3.631151,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),2.3780177,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,1.3592448,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,2.5622082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,4.062789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,0.71471006,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,4.283691,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,3.431065,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,3.9475503,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,4.162873,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,4.056941,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,3.0876656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,4.177638,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,3.8084695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,4.5040197,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),4.0783725,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,3.753564,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,3.3998597,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,4.309426,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,4.404531,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,3.682006,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,3.7490382,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,3.3303041,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,4.3961043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,4.063307,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,3.0885897,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,3.7547674,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,2.897358,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,4.4416475,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,4.0558596,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,2.8896863,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,1.5802954,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,2.163343,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,1.9160105,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,2.4518213,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,2.249159,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,1.2842171,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,1.78126,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,2.0418158,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,2.8747535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,2.947532,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,2.1763935,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,1.6197026,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,3.0395956,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,4.242275,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,3.8879051,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,3.9228463,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,4.2753205,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,2.9307468,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,4.5225115,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,4.14801,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,4.294308,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,4.143334,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,4.150412,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,4.1208177,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),4.4885154,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,3.9281127,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,4.209201,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,3.1980693,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,3.8708184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,2.489651,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,3.795833,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,3.3965483,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,3.4361444,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,3.8782167,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,3.1805968,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,3.5372753,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,3.5344608,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,3.4610443,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,1.7823344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,3.2089062,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,2.8148997,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,2.3955576,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,2.6233995,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,2.6446486,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,3.0438828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,3.4022236,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,2.4057946,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,2.5923593,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,3.8889306,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,2.8072374,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,2.159115,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,3.323528,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,2.2385159,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,2.426372,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,3.3589196,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,2.375623,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,3.059532,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,3.7975984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01001_01059_Region_um_Flensburg,0.97270846,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01002_01057_01058_Region_um_Kiel,1.3117623,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,1.7309556,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,1.4590833,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,3.0639944,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,2.656034,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,3.0609794,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,2.3940458,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,1.5881758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),2.0884979,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,2.7486522,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,1.387567,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,2.2075245,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,1.7509696,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,3.9197447,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,3.6847177,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,3.4245548,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,3.7298658,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,3.7314918,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,3.7101655,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,3.6153443,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,2.6792915,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,3.2574217,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,2.6910598,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,3.4668012,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,3.8067803,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,3.5725374,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,3.59326,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,3.0550992,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,2.7613764,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,3.321217,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,3.1990318,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,2.5063012,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,3.018304,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,3.5903652,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,5.3050675,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,4.4887767,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,4.431629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,4.6432486,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,4.4662757,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,4.683544,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,2.5442274,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,3.0588598,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,3.0439985,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),6.4813676,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,4.2497506,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,5.137289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,6.4765463,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,5.2700458,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,4.9906645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,4.04109,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,5.7641897,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,5.348875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,4.045729,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,5.6131163,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,4.596044,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,5.32428,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,4.1227784,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,5.8862433,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,5.5894294,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,5.6143336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,3.4269514,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,3.3895226,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,3.1277776,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,4.5031443,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,3.8891907,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,3.1090038,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,4.584423,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,4.975287,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,4.8824368,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,3.7787664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,4.7979283,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,3.291908,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,4.10347,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,3.0253108,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,3.6744444,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,2.000128,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,3.853799,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,4.854886,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,4.789101,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,4.356019,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,4.37709,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,4.175492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,4.0601687,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,4.4326153,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,4.580455,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,3.9524698,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,1.3771222,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.74909604,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,2.6508179,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),2.023403,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,3.8605397,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,3.7299387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,4.4474254,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),3.915601,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,3.801181,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,1.8994815,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,2.2432237,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,2.4832222,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,3.7469769,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,4.250867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,4.134128,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),4.234147,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,3.650517,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,3.022773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,3.5360212,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,3.3426836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,2.432436,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,3.311744,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,2.6505823,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
