region,ci_name,ci_frequency,standard_name,units,mid_month,RRm_sem_2C_rcp85_ensemble-robustness
14628_Sächsische Schweiz-Osterzgebirge,RRm,sem,precipitation,mm day-1,7,
14628_Sächsische Schweiz-Osterzgebirge,RRm,sem,precipitation,mm day-1,10,1.0
14713_14729_14730_Region_um_Leipzig,RRm,sem,precipitation,mm day-1,1,1.0
14713_14729_14730_Region_um_Leipzig,RRm,sem,precipitation,mm day-1,4,1.0
14713_14729_14730_Region_um_Leipzig,RRm,sem,precipitation,mm day-1,7,1.0
14713_14729_14730_Region_um_Leipzig,RRm,sem,precipitation,mm day-1,10,1.0
14713_Leipzig,RRm,sem,precipitation,mm day-1,1,1.0
14713_Leipzig,RRm,sem,precipitation,mm day-1,4,1.0
14713_Leipzig,RRm,sem,precipitation,mm day-1,7,1.0
14713_Leipzig,RRm,sem,precipitation,mm day-1,10,1.0
14729_Leipzig,RRm,sem,precipitation,mm day-1,1,1.0
14729_Leipzig,RRm,sem,precipitation,mm day-1,4,1.0
14729_Leipzig,RRm,sem,precipitation,mm day-1,7,1.0
14729_Leipzig,RRm,sem,precipitation,mm day-1,10,1.0
14730_Nordsachsen,RRm,sem,precipitation,mm day-1,1,1.0
14730_Nordsachsen,RRm,sem,precipitation,mm day-1,4,1.0
14730_Nordsachsen,RRm,sem,precipitation,mm day-1,7,1.0
14730_Nordsachsen,RRm,sem,precipitation,mm day-1,10,1.0
15001_15091_15082_Region_um_Dessau-Rolau,RRm,sem,precipitation,mm day-1,1,1.0
15001_15091_15082_Region_um_Dessau-Rolau,RRm,sem,precipitation,mm day-1,4,1.0
15001_15091_15082_Region_um_Dessau-Rolau,RRm,sem,precipitation,mm day-1,7,1.0
15001_15091_15082_Region_um_Dessau-Rolau,RRm,sem,precipitation,mm day-1,10,1.0
15001_Dessau-Roßlau,RRm,sem,precipitation,mm day-1,1,1.0
15001_Dessau-Roßlau,RRm,sem,precipitation,mm day-1,4,1.0
15001_Dessau-Roßlau,RRm,sem,precipitation,mm day-1,7,
15001_Dessau-Roßlau,RRm,sem,precipitation,mm day-1,10,1.0
15002_15088_Region_um_Halle_(Saale),RRm,sem,precipitation,mm day-1,1,1.0
15002_15088_Region_um_Halle_(Saale),RRm,sem,precipitation,mm day-1,4,1.0
15002_15088_Region_um_Halle_(Saale),RRm,sem,precipitation,mm day-1,7,1.0
15002_15088_Region_um_Halle_(Saale),RRm,sem,precipitation,mm day-1,10,1.0
15002_Halle (Saale),RRm,sem,precipitation,mm day-1,1,1.0
15002_Halle (Saale),RRm,sem,precipitation,mm day-1,4,1.0
15002_Halle (Saale),RRm,sem,precipitation,mm day-1,7,1.0
15002_Halle (Saale),RRm,sem,precipitation,mm day-1,10,1.0
15003_15083_15089_15086_Region_um_Magdeburg,RRm,sem,precipitation,mm day-1,1,1.0
15003_15083_15089_15086_Region_um_Magdeburg,RRm,sem,precipitation,mm day-1,4,1.0
15003_15083_15089_15086_Region_um_Magdeburg,RRm,sem,precipitation,mm day-1,7,
15003_15083_15089_15086_Region_um_Magdeburg,RRm,sem,precipitation,mm day-1,10,1.0
15003_Magdeburg,RRm,sem,precipitation,mm day-1,1,1.0
15003_Magdeburg,RRm,sem,precipitation,mm day-1,4,1.0
15003_Magdeburg,RRm,sem,precipitation,mm day-1,7,
15003_Magdeburg,RRm,sem,precipitation,mm day-1,10,1.0
15081_Altmarkkreis Salzwedel,RRm,sem,precipitation,mm day-1,1,1.0
15081_Altmarkkreis Salzwedel,RRm,sem,precipitation,mm day-1,4,1.0
15081_Altmarkkreis Salzwedel,RRm,sem,precipitation,mm day-1,7,
15081_Altmarkkreis Salzwedel,RRm,sem,precipitation,mm day-1,10,1.0
15082_Anhalt-Bitterfeld,RRm,sem,precipitation,mm day-1,1,1.0
15082_Anhalt-Bitterfeld,RRm,sem,precipitation,mm day-1,4,1.0
15082_Anhalt-Bitterfeld,RRm,sem,precipitation,mm day-1,7,1.0
15082_Anhalt-Bitterfeld,RRm,sem,precipitation,mm day-1,10,1.0
15083_Börde,RRm,sem,precipitation,mm day-1,1,1.0
15083_Börde,RRm,sem,precipitation,mm day-1,4,1.0
15083_Börde,RRm,sem,precipitation,mm day-1,7,
15083_Börde,RRm,sem,precipitation,mm day-1,10,1.0
15084_Burgenlandkreis,RRm,sem,precipitation,mm day-1,1,1.0
15084_Burgenlandkreis,RRm,sem,precipitation,mm day-1,4,1.0
15084_Burgenlandkreis,RRm,sem,precipitation,mm day-1,7,1.0
15084_Burgenlandkreis,RRm,sem,precipitation,mm day-1,10,1.0
15085_Harz,RRm,sem,precipitation,mm day-1,1,1.0
15085_Harz,RRm,sem,precipitation,mm day-1,4,1.0
15085_Harz,RRm,sem,precipitation,mm day-1,7,
15085_Harz,RRm,sem,precipitation,mm day-1,10,1.0
15086_Jerichower Land,RRm,sem,precipitation,mm day-1,1,1.0
15086_Jerichower Land,RRm,sem,precipitation,mm day-1,4,1.0
15086_Jerichower Land,RRm,sem,precipitation,mm day-1,7,
15086_Jerichower Land,RRm,sem,precipitation,mm day-1,10,1.0
15087_Mansfeld-Südharz,RRm,sem,precipitation,mm day-1,1,1.0
15087_Mansfeld-Südharz,RRm,sem,precipitation,mm day-1,4,1.0
15087_Mansfeld-Südharz,RRm,sem,precipitation,mm day-1,7,1.0
15087_Mansfeld-Südharz,RRm,sem,precipitation,mm day-1,10,1.0
15088_Saalekreis,RRm,sem,precipitation,mm day-1,1,1.0
15088_Saalekreis,RRm,sem,precipitation,mm day-1,4,1.0
15088_Saalekreis,RRm,sem,precipitation,mm day-1,7,1.0
15088_Saalekreis,RRm,sem,precipitation,mm day-1,10,1.0
15089_Salzlandkreis,RRm,sem,precipitation,mm day-1,1,1.0
15089_Salzlandkreis,RRm,sem,precipitation,mm day-1,4,1.0
15089_Salzlandkreis,RRm,sem,precipitation,mm day-1,7,1.0
15089_Salzlandkreis,RRm,sem,precipitation,mm day-1,10,1.0
15090_Stendal,RRm,sem,precipitation,mm day-1,1,1.0
15090_Stendal,RRm,sem,precipitation,mm day-1,4,1.0
15090_Stendal,RRm,sem,precipitation,mm day-1,7,
15090_Stendal,RRm,sem,precipitation,mm day-1,10,1.0
15091_Wittenberg,RRm,sem,precipitation,mm day-1,1,1.0
15091_Wittenberg,RRm,sem,precipitation,mm day-1,4,1.0
15091_Wittenberg,RRm,sem,precipitation,mm day-1,7,
15091_Wittenberg,RRm,sem,precipitation,mm day-1,10,1.0
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,RRm,sem,precipitation,mm day-1,1,1.0
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,RRm,sem,precipitation,mm day-1,4,1.0
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,RRm,sem,precipitation,mm day-1,7,1.0
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,RRm,sem,precipitation,mm day-1,10,1.0
16051_Erfurt,RRm,sem,precipitation,mm day-1,1,1.0
16051_Erfurt,RRm,sem,precipitation,mm day-1,4,1.0
16051_Erfurt,RRm,sem,precipitation,mm day-1,7,1.0
16051_Erfurt,RRm,sem,precipitation,mm day-1,10,1.0
16052_16076_15084_16074_Region_um_Gera,RRm,sem,precipitation,mm day-1,1,1.0
16052_16076_15084_16074_Region_um_Gera,RRm,sem,precipitation,mm day-1,4,1.0
16052_16076_15084_16074_Region_um_Gera,RRm,sem,precipitation,mm day-1,7,
16052_16076_15084_16074_Region_um_Gera,RRm,sem,precipitation,mm day-1,10,1.0
16052_Gera,RRm,sem,precipitation,mm day-1,1,1.0
16052_Gera,RRm,sem,precipitation,mm day-1,4,1.0
16052_Gera,RRm,sem,precipitation,mm day-1,7,
16052_Gera,RRm,sem,precipitation,mm day-1,10,
16053_16074_16071_16055_Region_um_Jena,RRm,sem,precipitation,mm day-1,1,1.0
16053_16074_16071_16055_Region_um_Jena,RRm,sem,precipitation,mm day-1,4,1.0
16053_16074_16071_16055_Region_um_Jena,RRm,sem,precipitation,mm day-1,7,1.0
16053_16074_16071_16055_Region_um_Jena,RRm,sem,precipitation,mm day-1,10,1.0
16053_Jena,RRm,sem,precipitation,mm day-1,1,1.0
16053_Jena,RRm,sem,precipitation,mm day-1,4,1.0
16053_Jena,RRm,sem,precipitation,mm day-1,7,1.0
16053_Jena,RRm,sem,precipitation,mm day-1,10,1.0
16054_16066_16069_16070_Region_um_Suhl,RRm,sem,precipitation,mm day-1,1,1.0
16054_16066_16069_16070_Region_um_Suhl,RRm,sem,precipitation,mm day-1,4,1.0
16054_16066_16069_16070_Region_um_Suhl,RRm,sem,precipitation,mm day-1,7,
16054_16066_16069_16070_Region_um_Suhl,RRm,sem,precipitation,mm day-1,10,1.0
16054_Suhl,RRm,sem,precipitation,mm day-1,1,1.0
16054_Suhl,RRm,sem,precipitation,mm day-1,4,1.0
16054_Suhl,RRm,sem,precipitation,mm day-1,7,
16054_Suhl,RRm,sem,precipitation,mm day-1,10,1.0
16055_16071_Region_um_Weimar,RRm,sem,precipitation,mm day-1,1,1.0
16055_16071_Region_um_Weimar,RRm,sem,precipitation,mm day-1,4,1.0
16055_16071_Region_um_Weimar,RRm,sem,precipitation,mm day-1,7,1.0
16055_16071_Region_um_Weimar,RRm,sem,precipitation,mm day-1,10,1.0
16055_Weimar,RRm,sem,precipitation,mm day-1,1,1.0
16055_Weimar,RRm,sem,precipitation,mm day-1,4,1.0
16055_Weimar,RRm,sem,precipitation,mm day-1,7,
16055_Weimar,RRm,sem,precipitation,mm day-1,10,1.0
16056_16063_06636_Region_um_Eisenach,RRm,sem,precipitation,mm day-1,1,1.0
16056_16063_06636_Region_um_Eisenach,RRm,sem,precipitation,mm day-1,4,1.0
16056_16063_06636_Region_um_Eisenach,RRm,sem,precipitation,mm day-1,7,
16056_16063_06636_Region_um_Eisenach,RRm,sem,precipitation,mm day-1,10,1.0
16056_Eisenach,RRm,sem,precipitation,mm day-1,1,1.0
16056_Eisenach,RRm,sem,precipitation,mm day-1,4,1.0
16056_Eisenach,RRm,sem,precipitation,mm day-1,7,
16056_Eisenach,RRm,sem,precipitation,mm day-1,10,
16061_Eichsfeld,RRm,sem,precipitation,mm day-1,1,1.0
16061_Eichsfeld,RRm,sem,precipitation,mm day-1,4,1.0
16061_Eichsfeld,RRm,sem,precipitation,mm day-1,7,
16061_Eichsfeld,RRm,sem,precipitation,mm day-1,10,1.0
16062_Nordhausen,RRm,sem,precipitation,mm day-1,1,1.0
16062_Nordhausen,RRm,sem,precipitation,mm day-1,4,1.0
16062_Nordhausen,RRm,sem,precipitation,mm day-1,7,
16062_Nordhausen,RRm,sem,precipitation,mm day-1,10,1.0
16063_Wartburgkreis,RRm,sem,precipitation,mm day-1,1,1.0
16063_Wartburgkreis,RRm,sem,precipitation,mm day-1,4,1.0
16063_Wartburgkreis,RRm,sem,precipitation,mm day-1,7,
16063_Wartburgkreis,RRm,sem,precipitation,mm day-1,10,1.0
16064_Unstrut-Hainich-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
16064_Unstrut-Hainich-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
16064_Unstrut-Hainich-Kreis,RRm,sem,precipitation,mm day-1,7,1.0
16064_Unstrut-Hainich-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
16065_Kyffhäuserkreis,RRm,sem,precipitation,mm day-1,1,1.0
16065_Kyffhäuserkreis,RRm,sem,precipitation,mm day-1,4,1.0
16065_Kyffhäuserkreis,RRm,sem,precipitation,mm day-1,7,1.0
16065_Kyffhäuserkreis,RRm,sem,precipitation,mm day-1,10,1.0
16066_Schmalkalden-Meiningen,RRm,sem,precipitation,mm day-1,1,1.0
16066_Schmalkalden-Meiningen,RRm,sem,precipitation,mm day-1,4,1.0
16066_Schmalkalden-Meiningen,RRm,sem,precipitation,mm day-1,7,
16066_Schmalkalden-Meiningen,RRm,sem,precipitation,mm day-1,10,
16067_Gotha,RRm,sem,precipitation,mm day-1,1,1.0
16067_Gotha,RRm,sem,precipitation,mm day-1,4,1.0
16067_Gotha,RRm,sem,precipitation,mm day-1,7,
16067_Gotha,RRm,sem,precipitation,mm day-1,10,
16068_Sömmerda,RRm,sem,precipitation,mm day-1,1,1.0
16068_Sömmerda,RRm,sem,precipitation,mm day-1,4,1.0
16068_Sömmerda,RRm,sem,precipitation,mm day-1,7,1.0
16068_Sömmerda,RRm,sem,precipitation,mm day-1,10,1.0
16069_Hildburghausen,RRm,sem,precipitation,mm day-1,1,1.0
16069_Hildburghausen,RRm,sem,precipitation,mm day-1,4,1.0
16069_Hildburghausen,RRm,sem,precipitation,mm day-1,7,
16069_Hildburghausen,RRm,sem,precipitation,mm day-1,10,1.0
16070_Ilm-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
16070_Ilm-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
16070_Ilm-Kreis,RRm,sem,precipitation,mm day-1,7,
16070_Ilm-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
16071_Weimarer Land,RRm,sem,precipitation,mm day-1,1,1.0
16071_Weimarer Land,RRm,sem,precipitation,mm day-1,4,1.0
16071_Weimarer Land,RRm,sem,precipitation,mm day-1,7,1.0
16071_Weimarer Land,RRm,sem,precipitation,mm day-1,10,1.0
16072_Sonneberg,RRm,sem,precipitation,mm day-1,1,1.0
16072_Sonneberg,RRm,sem,precipitation,mm day-1,4,1.0
16072_Sonneberg,RRm,sem,precipitation,mm day-1,7,
16072_Sonneberg,RRm,sem,precipitation,mm day-1,10,1.0
16073_Saalfeld-Rudolstadt,RRm,sem,precipitation,mm day-1,1,1.0
16073_Saalfeld-Rudolstadt,RRm,sem,precipitation,mm day-1,4,1.0
16073_Saalfeld-Rudolstadt,RRm,sem,precipitation,mm day-1,7,
16073_Saalfeld-Rudolstadt,RRm,sem,precipitation,mm day-1,10,1.0
16074_Saale-Holzland-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
16074_Saale-Holzland-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
16074_Saale-Holzland-Kreis,RRm,sem,precipitation,mm day-1,7,
16074_Saale-Holzland-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
16075_Saale-Orla-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
16075_Saale-Orla-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
16075_Saale-Orla-Kreis,RRm,sem,precipitation,mm day-1,7,
16075_Saale-Orla-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
16076_Greiz,RRm,sem,precipitation,mm day-1,1,1.0
16076_Greiz,RRm,sem,precipitation,mm day-1,4,1.0
16076_Greiz,RRm,sem,precipitation,mm day-1,7,
16076_Greiz,RRm,sem,precipitation,mm day-1,10,1.0
16077_Altenburger Land,RRm,sem,precipitation,mm day-1,1,1.0
16077_Altenburger Land,RRm,sem,precipitation,mm day-1,4,1.0
16077_Altenburger Land,RRm,sem,precipitation,mm day-1,7,1.0
16077_Altenburger Land,RRm,sem,precipitation,mm day-1,10,1.0
