region,RRm_sem_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09190_Weilheim-Schongau,-0.27747678756713867,RRm,sem,precipitation,mm day-1,4
09190_Weilheim-Schongau,-0.5521531105041504,RRm,sem,precipitation,mm day-1,7
09190_Weilheim-Schongau,-0.520918607711792,RRm,sem,precipitation,mm day-1,10
09261_09274_Region_um_Landshut,-0.3738701343536377,RRm,sem,precipitation,mm day-1,1
09261_09274_Region_um_Landshut,-0.2388172149658203,RRm,sem,precipitation,mm day-1,4
09261_09274_Region_um_Landshut,-0.44448256492614746,RRm,sem,precipitation,mm day-1,7
09261_09274_Region_um_Landshut,-0.36160051822662354,RRm,sem,precipitation,mm day-1,10
09261_Landshut,-0.3788113594055176,RRm,sem,precipitation,mm day-1,1
09261_Landshut,-0.21872711181640625,RRm,sem,precipitation,mm day-1,4
09261_Landshut,-0.48012399673461914,RRm,sem,precipitation,mm day-1,7
09261_Landshut,-0.37320172786712646,RRm,sem,precipitation,mm day-1,10
09262_09275_Region_um_Passau,-0.5976507663726807,RRm,sem,precipitation,mm day-1,1
09262_09275_Region_um_Passau,-0.12868475914001465,RRm,sem,precipitation,mm day-1,4
09262_09275_Region_um_Passau,-0.42472338676452637,RRm,sem,precipitation,mm day-1,7
09262_09275_Region_um_Passau,-0.33859097957611084,RRm,sem,precipitation,mm day-1,10
09262_Passau,-0.7812860012054443,RRm,sem,precipitation,mm day-1,1
09262_Passau,-0.16550397872924805,RRm,sem,precipitation,mm day-1,4
09262_Passau,-0.40703868865966797,RRm,sem,precipitation,mm day-1,7
09262_Passau,-0.3526414632797241,RRm,sem,precipitation,mm day-1,10
09263_09278_Region_um_Straubing,-0.45081639289855957,RRm,sem,precipitation,mm day-1,1
09263_09278_Region_um_Straubing,-0.20559263229370117,RRm,sem,precipitation,mm day-1,4
09263_09278_Region_um_Straubing,-0.514066219329834,RRm,sem,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,-0.3604534864425659,RRm,sem,precipitation,mm day-1,10
09263_Straubing,-0.3733632564544678,RRm,sem,precipitation,mm day-1,1
09263_Straubing,-0.16957545280456543,RRm,sem,precipitation,mm day-1,4
09263_Straubing,-0.5361199378967285,RRm,sem,precipitation,mm day-1,7
09263_Straubing,-0.34465789794921875,RRm,sem,precipitation,mm day-1,10
09271_Deggendorf,-0.5834853649139404,RRm,sem,precipitation,mm day-1,1
09271_Deggendorf,-0.177872896194458,RRm,sem,precipitation,mm day-1,4
09271_Deggendorf,-0.47195982933044434,RRm,sem,precipitation,mm day-1,7
09271_Deggendorf,-0.41160106658935547,RRm,sem,precipitation,mm day-1,10
09272_Freyung-Grafenau,-0.9557974338531494,RRm,sem,precipitation,mm day-1,1
09272_Freyung-Grafenau,-0.2053384780883789,RRm,sem,precipitation,mm day-1,4
09272_Freyung-Grafenau,-0.5526502132415771,RRm,sem,precipitation,mm day-1,7
09272_Freyung-Grafenau,-0.5401573181152344,RRm,sem,precipitation,mm day-1,10
09273_Kelheim,-0.291471004486084,RRm,sem,precipitation,mm day-1,1
09273_Kelheim,-0.11467635631561279,RRm,sem,precipitation,mm day-1,4
09273_Kelheim,-0.4199953079223633,RRm,sem,precipitation,mm day-1,7
09273_Kelheim,-0.29828131198883057,RRm,sem,precipitation,mm day-1,10
09274_Landshut,-0.37360525131225586,RRm,sem,precipitation,mm day-1,1
09274_Landshut,-0.23989224433898926,RRm,sem,precipitation,mm day-1,4
09274_Landshut,-0.44257354736328125,RRm,sem,precipitation,mm day-1,7
09274_Landshut,-0.36097967624664307,RRm,sem,precipitation,mm day-1,10
09275_Passau,-0.5957951545715332,RRm,sem,precipitation,mm day-1,1
09275_Passau,-0.12697744369506836,RRm,sem,precipitation,mm day-1,4
09275_Passau,-0.42554354667663574,RRm,sem,precipitation,mm day-1,7
09275_Passau,-0.3380467891693115,RRm,sem,precipitation,mm day-1,10
09276_Regen,-1.047421932220459,RRm,sem,precipitation,mm day-1,1
09276_Regen,-0.19881534576416016,RRm,sem,precipitation,mm day-1,4
09276_Regen,-0.5750856399536133,RRm,sem,precipitation,mm day-1,7
09276_Regen,-0.6265053749084473,RRm,sem,precipitation,mm day-1,10
09277_Rottal-Inn,-0.4020962715148926,RRm,sem,precipitation,mm day-1,1
09277_Rottal-Inn,-0.23121929168701172,RRm,sem,precipitation,mm day-1,4
09277_Rottal-Inn,-0.41700100898742676,RRm,sem,precipitation,mm day-1,7
09277_Rottal-Inn,-0.3298081159591675,RRm,sem,precipitation,mm day-1,10
09278_Straubing-Bogen,-0.4607124328613281,RRm,sem,precipitation,mm day-1,1
09278_Straubing-Bogen,-0.20772075653076172,RRm,sem,precipitation,mm day-1,4
09278_Straubing-Bogen,-0.5127620697021484,RRm,sem,precipitation,mm day-1,7
09278_Straubing-Bogen,-0.36138713359832764,RRm,sem,precipitation,mm day-1,10
09279_Dingolfing-Landau,-0.3760097026824951,RRm,sem,precipitation,mm day-1,1
09279_Dingolfing-Landau,-0.24497509002685547,RRm,sem,precipitation,mm day-1,4
09279_Dingolfing-Landau,-0.44559621810913086,RRm,sem,precipitation,mm day-1,7
09279_Dingolfing-Landau,-0.33234190940856934,RRm,sem,precipitation,mm day-1,10
09361_09371_Region_um_Amberg,-0.41185617446899414,RRm,sem,precipitation,mm day-1,1
09361_09371_Region_um_Amberg,-0.1455317735671997,RRm,sem,precipitation,mm day-1,4
09361_09371_Region_um_Amberg,-0.4136373996734619,RRm,sem,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,-0.37008416652679443,RRm,sem,precipitation,mm day-1,10
09361_Amberg,-0.3658287525177002,RRm,sem,precipitation,mm day-1,1
09361_Amberg,-0.14382493495941162,RRm,sem,precipitation,mm day-1,4
09361_Amberg,-0.4152712821960449,RRm,sem,precipitation,mm day-1,7
09361_Amberg,-0.32598960399627686,RRm,sem,precipitation,mm day-1,10
09362_09375_Region_um_Regensburg,-0.2943272590637207,RRm,sem,precipitation,mm day-1,1
09362_09375_Region_um_Regensburg,-0.15233099460601807,RRm,sem,precipitation,mm day-1,4
09362_09375_Region_um_Regensburg,-0.35193610191345215,RRm,sem,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,-0.30299580097198486,RRm,sem,precipitation,mm day-1,10
09362_Regensburg,-0.27345597743988037,RRm,sem,precipitation,mm day-1,1
09362_Regensburg,-0.17544031143188477,RRm,sem,precipitation,mm day-1,4
09362_Regensburg,-0.4022707939147949,RRm,sem,precipitation,mm day-1,7
09362_Regensburg,-0.2930722236633301,RRm,sem,precipitation,mm day-1,10
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.5293636322021484,RRm,sem,precipitation,mm day-1,1
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.16653919219970703,RRm,sem,precipitation,mm day-1,4
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.39992403984069824,RRm,sem,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.4359433650970459,RRm,sem,precipitation,mm day-1,10
09363_Weiden i.d. OPf.,-0.5911905765533447,RRm,sem,precipitation,mm day-1,1
09363_Weiden i.d. OPf.,-0.20663738250732422,RRm,sem,precipitation,mm day-1,4
09363_Weiden i.d. OPf.,-0.4017472267150879,RRm,sem,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,-0.42790091037750244,RRm,sem,precipitation,mm day-1,10
09371_Amberg-Sulzbach,-0.41392993927001953,RRm,sem,precipitation,mm day-1,1
09371_Amberg-Sulzbach,-0.14607036113739014,RRm,sem,precipitation,mm day-1,4
09371_Amberg-Sulzbach,-0.4143187999725342,RRm,sem,precipitation,mm day-1,7
09371_Amberg-Sulzbach,-0.3719242811203003,RRm,sem,precipitation,mm day-1,10
09372_Cham,-0.6678829193115234,RRm,sem,precipitation,mm day-1,1
09372_Cham,-0.23200082778930664,RRm,sem,precipitation,mm day-1,4
09372_Cham,-0.3723793029785156,RRm,sem,precipitation,mm day-1,7
09372_Cham,-0.3724687099456787,RRm,sem,precipitation,mm day-1,10
09373_Neumarkt i.d. OPf.,-0.3486788272857666,RRm,sem,precipitation,mm day-1,1
09373_Neumarkt i.d. OPf.,-0.16352581977844238,RRm,sem,precipitation,mm day-1,4
09373_Neumarkt i.d. OPf.,-0.3707115650177002,RRm,sem,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,-0.33432459831237793,RRm,sem,precipitation,mm day-1,10
09374_Neustadt a.d. Waldnaab,-0.5297107696533203,RRm,sem,precipitation,mm day-1,1
09374_Neustadt a.d. Waldnaab,-0.1644984483718872,RRm,sem,precipitation,mm day-1,4
09374_Neustadt a.d. Waldnaab,-0.4007899761199951,RRm,sem,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,-0.4363529682159424,RRm,sem,precipitation,mm day-1,10
09375_Regensburg,-0.2956392765045166,RRm,sem,precipitation,mm day-1,1
09375_Regensburg,-0.15087831020355225,RRm,sem,precipitation,mm day-1,4
09375_Regensburg,-0.3521111011505127,RRm,sem,precipitation,mm day-1,7
09375_Regensburg,-0.30369699001312256,RRm,sem,precipitation,mm day-1,10
09376_Schwandorf,-0.4572165012359619,RRm,sem,precipitation,mm day-1,1
09376_Schwandorf,-0.20183205604553223,RRm,sem,precipitation,mm day-1,4
09376_Schwandorf,-0.3692946434020996,RRm,sem,precipitation,mm day-1,7
09376_Schwandorf,-0.29949820041656494,RRm,sem,precipitation,mm day-1,10
09377_Tirschenreuth,-0.5546391010284424,RRm,sem,precipitation,mm day-1,1
09377_Tirschenreuth,-0.1283872127532959,RRm,sem,precipitation,mm day-1,4
09377_Tirschenreuth,-0.3885014057159424,RRm,sem,precipitation,mm day-1,7
09377_Tirschenreuth,-0.4907897710800171,RRm,sem,precipitation,mm day-1,10
09461_09471_Region_um_Bamberg,-0.5357058048248291,RRm,sem,precipitation,mm day-1,1
09461_09471_Region_um_Bamberg,-0.2553539276123047,RRm,sem,precipitation,mm day-1,4
09461_09471_Region_um_Bamberg,-0.3772263526916504,RRm,sem,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,-0.43942737579345703,RRm,sem,precipitation,mm day-1,10
09461_Bamberg,-0.617222785949707,RRm,sem,precipitation,mm day-1,1
09461_Bamberg,-0.29073214530944824,RRm,sem,precipitation,mm day-1,4
09461_Bamberg,-0.3755214214324951,RRm,sem,precipitation,mm day-1,7
09461_Bamberg,-0.41365182399749756,RRm,sem,precipitation,mm day-1,10
09462_09472_Region_um_Bayreuth,-0.604356050491333,RRm,sem,precipitation,mm day-1,1
09462_09472_Region_um_Bayreuth,-0.1834394931793213,RRm,sem,precipitation,mm day-1,4
09462_09472_Region_um_Bayreuth,-0.4530806541442871,RRm,sem,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,-0.5497854948043823,RRm,sem,precipitation,mm day-1,10
09462_Bayreuth,-0.5875129699707031,RRm,sem,precipitation,mm day-1,1
09462_Bayreuth,-0.16118454933166504,RRm,sem,precipitation,mm day-1,4
09462_Bayreuth,-0.5328319072723389,RRm,sem,precipitation,mm day-1,7
09462_Bayreuth,-0.5190616846084595,RRm,sem,precipitation,mm day-1,10
09463_09473_Region_um_Coburg,-0.5860843658447266,RRm,sem,precipitation,mm day-1,1
09463_09473_Region_um_Coburg,-0.17925262451171875,RRm,sem,precipitation,mm day-1,4
09463_09473_Region_um_Coburg,-0.4395253658294678,RRm,sem,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,-0.4455643892288208,RRm,sem,precipitation,mm day-1,10
09463_Coburg,-0.5870940685272217,RRm,sem,precipitation,mm day-1,1
09463_Coburg,-0.16260671615600586,RRm,sem,precipitation,mm day-1,4
09463_Coburg,-0.38499021530151367,RRm,sem,precipitation,mm day-1,7
09463_Coburg,-0.410727858543396,RRm,sem,precipitation,mm day-1,10
09464_09475_Region_um_Hof,-0.6645851135253906,RRm,sem,precipitation,mm day-1,1
09464_09475_Region_um_Hof,-0.13051867485046387,RRm,sem,precipitation,mm day-1,4
09464_09475_Region_um_Hof,-0.445019006729126,RRm,sem,precipitation,mm day-1,7
09464_09475_Region_um_Hof,-0.5776246786117554,RRm,sem,precipitation,mm day-1,10
09464_Hof,-0.6408994197845459,RRm,sem,precipitation,mm day-1,1
09464_Hof,-0.09881901741027832,RRm,sem,precipitation,mm day-1,4
09464_Hof,-0.43917369842529297,RRm,sem,precipitation,mm day-1,7
09464_Hof,-0.499853253364563,RRm,sem,precipitation,mm day-1,10
09471_Bamberg,-0.5316839218139648,RRm,sem,precipitation,mm day-1,1
09471_Bamberg,-0.25360798835754395,RRm,sem,precipitation,mm day-1,4
09471_Bamberg,-0.3775501251220703,RRm,sem,precipitation,mm day-1,7
09471_Bamberg,-0.44069957733154297,RRm,sem,precipitation,mm day-1,10
09472_Bayreuth,-0.6052873134613037,RRm,sem,precipitation,mm day-1,1
09472_Bayreuth,-0.18545985221862793,RRm,sem,precipitation,mm day-1,4
09472_Bayreuth,-0.4486682415008545,RRm,sem,precipitation,mm day-1,7
09472_Bayreuth,-0.5514853000640869,RRm,sem,precipitation,mm day-1,10
09473_Coburg,-0.5860095024108887,RRm,sem,precipitation,mm day-1,1
09473_Coburg,-0.1804807186126709,RRm,sem,precipitation,mm day-1,4
09473_Coburg,-0.44355010986328125,RRm,sem,precipitation,mm day-1,7
09473_Coburg,-0.44813549518585205,RRm,sem,precipitation,mm day-1,10
09474_Forchheim,-0.708864688873291,RRm,sem,precipitation,mm day-1,1
09474_Forchheim,-0.2992739677429199,RRm,sem,precipitation,mm day-1,4
09474_Forchheim,-0.46515679359436035,RRm,sem,precipitation,mm day-1,7
09474_Forchheim,-0.4627126455307007,RRm,sem,precipitation,mm day-1,10
09475_Hof,-0.6661031246185303,RRm,sem,precipitation,mm day-1,1
09475_Hof,-0.13327860832214355,RRm,sem,precipitation,mm day-1,4
09475_Hof,-0.44783473014831543,RRm,sem,precipitation,mm day-1,7
09475_Hof,-0.5826106071472168,RRm,sem,precipitation,mm day-1,10
09476_Kronach,-0.734976053237915,RRm,sem,precipitation,mm day-1,1
09476_Kronach,-0.2035965919494629,RRm,sem,precipitation,mm day-1,4
09476_Kronach,-0.5307435989379883,RRm,sem,precipitation,mm day-1,7
09476_Kronach,-0.5923528671264648,RRm,sem,precipitation,mm day-1,10
09477_Kulmbach,-0.7034351825714111,RRm,sem,precipitation,mm day-1,1
09477_Kulmbach,-0.22391152381896973,RRm,sem,precipitation,mm day-1,4
09477_Kulmbach,-0.46951866149902344,RRm,sem,precipitation,mm day-1,7
09477_Kulmbach,-0.5739026069641113,RRm,sem,precipitation,mm day-1,10
09478_Lichtenfels,-0.5655820369720459,RRm,sem,precipitation,mm day-1,1
09478_Lichtenfels,-0.1757652759552002,RRm,sem,precipitation,mm day-1,4
09478_Lichtenfels,-0.4300069808959961,RRm,sem,precipitation,mm day-1,7
09478_Lichtenfels,-0.4269980192184448,RRm,sem,precipitation,mm day-1,10
09479_Wunsiedel i. Fichtelgebirge,-0.6195855140686035,RRm,sem,precipitation,mm day-1,1
09479_Wunsiedel i. Fichtelgebirge,-0.14349627494812012,RRm,sem,precipitation,mm day-1,4
09479_Wunsiedel i. Fichtelgebirge,-0.41736435890197754,RRm,sem,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,-0.5805974006652832,RRm,sem,precipitation,mm day-1,10
09561_09571_Region_um_Ansbach,-0.36487674713134766,RRm,sem,precipitation,mm day-1,1
09561_09571_Region_um_Ansbach,-0.1408097743988037,RRm,sem,precipitation,mm day-1,4
09561_09571_Region_um_Ansbach,-0.3627891540527344,RRm,sem,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,-0.39616143703460693,RRm,sem,precipitation,mm day-1,10
09561_Ansbach,-0.3609645366668701,RRm,sem,precipitation,mm day-1,1
09561_Ansbach,-0.12635314464569092,RRm,sem,precipitation,mm day-1,4
09561_Ansbach,-0.4985215663909912,RRm,sem,precipitation,mm day-1,7
09561_Ansbach,-0.3896300792694092,RRm,sem,precipitation,mm day-1,10
09562_09572_09564_09563_Region_um_Erlangen,-0.4338841438293457,RRm,sem,precipitation,mm day-1,1
09562_09572_09564_09563_Region_um_Erlangen,-0.29659295082092285,RRm,sem,precipitation,mm day-1,4
09562_09572_09564_09563_Region_um_Erlangen,-0.3521409034729004,RRm,sem,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,-0.3946070671081543,RRm,sem,precipitation,mm day-1,10
09562_Erlangen,-0.437180757522583,RRm,sem,precipitation,mm day-1,1
09562_Erlangen,-0.33691883087158203,RRm,sem,precipitation,mm day-1,4
09562_Erlangen,-0.37710142135620117,RRm,sem,precipitation,mm day-1,7
09562_Erlangen,-0.3938831090927124,RRm,sem,precipitation,mm day-1,10
09563_09573_09562_09564_Region_um_Fürth,-0.3516688346862793,RRm,sem,precipitation,mm day-1,1
09563_09573_09562_09564_Region_um_Fürth,-0.23418974876403809,RRm,sem,precipitation,mm day-1,4
09563_09573_09562_09564_Region_um_Fürth,-0.3746907711029053,RRm,sem,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,-0.35643863677978516,RRm,sem,precipitation,mm day-1,10
09563_Fürth,-0.38927125930786133,RRm,sem,precipitation,mm day-1,1
09563_Fürth,-0.25468993186950684,RRm,sem,precipitation,mm day-1,4
09563_Fürth,-0.386854887008667,RRm,sem,precipitation,mm day-1,7
09563_Fürth,-0.3663794994354248,RRm,sem,precipitation,mm day-1,10
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.3929779529571533,RRm,sem,precipitation,mm day-1,1
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.2358393669128418,RRm,sem,precipitation,mm day-1,4
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.35581445693969727,RRm,sem,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.3652362823486328,RRm,sem,precipitation,mm day-1,10
09564_Nürnberg,-0.523747444152832,RRm,sem,precipitation,mm day-1,1
09564_Nürnberg,-0.29367828369140625,RRm,sem,precipitation,mm day-1,4
09564_Nürnberg,-0.3770170211791992,RRm,sem,precipitation,mm day-1,7
09564_Nürnberg,-0.3811614513397217,RRm,sem,precipitation,mm day-1,10
09565_09576_09564_Region_um_Schwabach,-0.33152151107788086,RRm,sem,precipitation,mm day-1,1
09565_09576_09564_Region_um_Schwabach,-0.18386435508728027,RRm,sem,precipitation,mm day-1,4
09565_09576_09564_Region_um_Schwabach,-0.335695743560791,RRm,sem,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,-0.301061749458313,RRm,sem,precipitation,mm day-1,10
09565_Schwabach,-0.3498845100402832,RRm,sem,precipitation,mm day-1,1
09565_Schwabach,-0.240325927734375,RRm,sem,precipitation,mm day-1,4
09565_Schwabach,-0.3266172409057617,RRm,sem,precipitation,mm day-1,7
09565_Schwabach,-0.329298734664917,RRm,sem,precipitation,mm day-1,10
09571_Ansbach,-0.36508893966674805,RRm,sem,precipitation,mm day-1,1
09571_Ansbach,-0.1415935754776001,RRm,sem,precipitation,mm day-1,4
09571_Ansbach,-0.35542964935302734,RRm,sem,precipitation,mm day-1,7
09571_Ansbach,-0.39651572704315186,RRm,sem,precipitation,mm day-1,10
09572_Erlangen-Höchstadt,-0.41046977043151855,RRm,sem,precipitation,mm day-1,1
09572_Erlangen-Höchstadt,-0.29665446281433105,RRm,sem,precipitation,mm day-1,4
09572_Erlangen-Höchstadt,-0.3517017364501953,RRm,sem,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,-0.41573190689086914,RRm,sem,precipitation,mm day-1,10
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.35509681701660156,RRm,sem,precipitation,mm day-1,1
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.19715511798858643,RRm,sem,precipitation,mm day-1,4
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.3468437194824219,RRm,sem,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.3898341655731201,RRm,sem,precipitation,mm day-1,10
09573_Fürth,-0.31158018112182617,RRm,sem,precipitation,mm day-1,1
09573_Fürth,-0.1681891679763794,RRm,sem,precipitation,mm day-1,4
09573_Fürth,-0.41220998764038086,RRm,sem,precipitation,mm day-1,7
09573_Fürth,-0.3556983470916748,RRm,sem,precipitation,mm day-1,10
09574_Nürnberger Land,-0.6056528091430664,RRm,sem,precipitation,mm day-1,1
09574_Nürnberger Land,-0.27915120124816895,RRm,sem,precipitation,mm day-1,4
09574_Nürnberger Land,-0.48578357696533203,RRm,sem,precipitation,mm day-1,7
09574_Nürnberger Land,-0.4403010606765747,RRm,sem,precipitation,mm day-1,10
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.37946534156799316,RRm,sem,precipitation,mm day-1,1
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.19832801818847656,RRm,sem,precipitation,mm day-1,4
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.3456850051879883,RRm,sem,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.43705904483795166,RRm,sem,precipitation,mm day-1,10
09576_Roth,-0.3086380958557129,RRm,sem,precipitation,mm day-1,1
09576_Roth,-0.15925586223602295,RRm,sem,precipitation,mm day-1,4
09576_Roth,-0.32788729667663574,RRm,sem,precipitation,mm day-1,7
09576_Roth,-0.28373193740844727,RRm,sem,precipitation,mm day-1,10
09577_Weißenburg-Gunzenhausen,-0.2900393009185791,RRm,sem,precipitation,mm day-1,1
09577_Weißenburg-Gunzenhausen,-0.10426163673400879,RRm,sem,precipitation,mm day-1,4
09577_Weißenburg-Gunzenhausen,-0.3293571472167969,RRm,sem,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,-0.3039325475692749,RRm,sem,precipitation,mm day-1,10
09661_09671_09676_Region_um_Aschaffenburg,-0.6517782211303711,RRm,sem,precipitation,mm day-1,1
09661_09671_09676_Region_um_Aschaffenburg,-0.14880800247192383,RRm,sem,precipitation,mm day-1,4
09661_09671_09676_Region_um_Aschaffenburg,-0.5127201080322266,RRm,sem,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,-0.5412861108779907,RRm,sem,precipitation,mm day-1,10
09661_Aschaffenburg,-0.64239501953125,RRm,sem,precipitation,mm day-1,1
09661_Aschaffenburg,-0.19864368438720703,RRm,sem,precipitation,mm day-1,4
09661_Aschaffenburg,-0.5668385028839111,RRm,sem,precipitation,mm day-1,7
09661_Aschaffenburg,-0.5141386985778809,RRm,sem,precipitation,mm day-1,10
09662_09678_Region_um_Schweinfurt,-0.3585662841796875,RRm,sem,precipitation,mm day-1,1
09662_09678_Region_um_Schweinfurt,-0.21399855613708496,RRm,sem,precipitation,mm day-1,4
09662_09678_Region_um_Schweinfurt,-0.36681652069091797,RRm,sem,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,-0.42244577407836914,RRm,sem,precipitation,mm day-1,10
09662_Schweinfurt,-0.3648669719696045,RRm,sem,precipitation,mm day-1,1
09662_Schweinfurt,-0.22044038772583008,RRm,sem,precipitation,mm day-1,4
09662_Schweinfurt,-0.3772001266479492,RRm,sem,precipitation,mm day-1,7
09662_Schweinfurt,-0.4154595136642456,RRm,sem,precipitation,mm day-1,10
09663_09679_Region_um_Würzburg,-0.36531519889831543,RRm,sem,precipitation,mm day-1,1
09663_09679_Region_um_Würzburg,-0.22189033031463623,RRm,sem,precipitation,mm day-1,4
09663_09679_Region_um_Würzburg,-0.3506028652191162,RRm,sem,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,-0.4340742826461792,RRm,sem,precipitation,mm day-1,10
09663_Würzburg,-0.3350667953491211,RRm,sem,precipitation,mm day-1,1
09663_Würzburg,-0.23879468441009521,RRm,sem,precipitation,mm day-1,4
09663_Würzburg,-0.35769224166870117,RRm,sem,precipitation,mm day-1,7
09663_Würzburg,-0.43998587131500244,RRm,sem,precipitation,mm day-1,10
09671_Aschaffenburg,-0.8304307460784912,RRm,sem,precipitation,mm day-1,1
09671_Aschaffenburg,-0.1972193717956543,RRm,sem,precipitation,mm day-1,4
09671_Aschaffenburg,-0.5286073684692383,RRm,sem,precipitation,mm day-1,7
09671_Aschaffenburg,-0.5352447032928467,RRm,sem,precipitation,mm day-1,10
09672_Bad Kissingen,-0.4676039218902588,RRm,sem,precipitation,mm day-1,1
09672_Bad Kissingen,-0.17748069763183594,RRm,sem,precipitation,mm day-1,4
09672_Bad Kissingen,-0.3931567668914795,RRm,sem,precipitation,mm day-1,7
09672_Bad Kissingen,-0.4934176206588745,RRm,sem,precipitation,mm day-1,10
09673_Rhön-Grabfeld,-0.46696925163269043,RRm,sem,precipitation,mm day-1,1
09673_Rhön-Grabfeld,-0.13195443153381348,RRm,sem,precipitation,mm day-1,4
09673_Rhön-Grabfeld,-0.44701457023620605,RRm,sem,precipitation,mm day-1,7
09673_Rhön-Grabfeld,-0.4295639991760254,RRm,sem,precipitation,mm day-1,10
09674_Haßberge,-0.3851649761199951,RRm,sem,precipitation,mm day-1,1
09674_Haßberge,-0.1937018632888794,RRm,sem,precipitation,mm day-1,4
09674_Haßberge,-0.3748164176940918,RRm,sem,precipitation,mm day-1,7
09674_Haßberge,-0.39981234073638916,RRm,sem,precipitation,mm day-1,10
09675_Kitzingen,-0.3425259590148926,RRm,sem,precipitation,mm day-1,1
09675_Kitzingen,-0.2898052930831909,RRm,sem,precipitation,mm day-1,4
09675_Kitzingen,-0.3842310905456543,RRm,sem,precipitation,mm day-1,7
09675_Kitzingen,-0.44946324825286865,RRm,sem,precipitation,mm day-1,10
09676_Miltenberg,-0.5327293872833252,RRm,sem,precipitation,mm day-1,1
09676_Miltenberg,-0.14635372161865234,RRm,sem,precipitation,mm day-1,4
09676_Miltenberg,-0.49251675605773926,RRm,sem,precipitation,mm day-1,7
09676_Miltenberg,-0.5536606311798096,RRm,sem,precipitation,mm day-1,10
09677_Main-Spessart,-0.4417693614959717,RRm,sem,precipitation,mm day-1,1
09677_Main-Spessart,-0.1622079610824585,RRm,sem,precipitation,mm day-1,4
09677_Main-Spessart,-0.43724679946899414,RRm,sem,precipitation,mm day-1,7
09677_Main-Spessart,-0.5237463712692261,RRm,sem,precipitation,mm day-1,10
09678_Schweinfurt,-0.358295202255249,RRm,sem,precipitation,mm day-1,1
09678_Schweinfurt,-0.21372103691101074,RRm,sem,precipitation,mm day-1,4
09678_Schweinfurt,-0.36636829376220703,RRm,sem,precipitation,mm day-1,7
09678_Schweinfurt,-0.4227468967437744,RRm,sem,precipitation,mm day-1,10
09679_Würzburg,-0.3683948516845703,RRm,sem,precipitation,mm day-1,1
09679_Würzburg,-0.22016894817352295,RRm,sem,precipitation,mm day-1,4
09679_Würzburg,-0.349881649017334,RRm,sem,precipitation,mm day-1,7
09679_Würzburg,-0.43347227573394775,RRm,sem,precipitation,mm day-1,10
09761_09772_09771_Region_um_Augsburg,-0.19608235359191895,RRm,sem,precipitation,mm day-1,1
09761_09772_09771_Region_um_Augsburg,-0.15689492225646973,RRm,sem,precipitation,mm day-1,4
09761_09772_09771_Region_um_Augsburg,-0.4099602699279785,RRm,sem,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,-0.41737890243530273,RRm,sem,precipitation,mm day-1,10
09761_Augsburg,-0.19534802436828613,RRm,sem,precipitation,mm day-1,1
09761_Augsburg,-0.1546943187713623,RRm,sem,precipitation,mm day-1,4
09761_Augsburg,-0.3974168300628662,RRm,sem,precipitation,mm day-1,7
