region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09564_Nürnberg,-0.4279289245605469,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09565_Schwabach,-0.480743408203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09571_Ansbach,-0.4143562316894531,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09572_Erlangen-Höchstadt,-0.5033836364746094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09573_Fürth,-0.6135330200195312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09574_Nürnberger Land,0.0001983642578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.7695693969726562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09576_Roth,-0.6934242248535156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09577_Weißenburg-Gunzenhausen,-0.7975196838378906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09661_Aschaffenburg,-0.42717742919921875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09662_Schweinfurt,-0.4062538146972656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09663_Würzburg,-0.7602767944335938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09671_Aschaffenburg,-0.4267120361328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09672_Bad Kissingen,-0.19795989990234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09673_Rhön-Grabfeld,-0.3184051513671875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09674_Haßberge,-0.3947868347167969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09675_Kitzingen,-0.656158447265625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09676_Miltenberg,-0.3672142028808594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09677_Main-Spessart,-0.48108673095703125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09678_Schweinfurt,-0.4804725646972656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09679_Würzburg,-0.6892013549804688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09761_Augsburg,-0.68316650390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09762_Kaufbeuren,-0.3847236633300781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09763_Kempten (Allgäu),-0.5941581726074219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09764_Memmingen,-0.207550048828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09771_Aichach-Friedberg,-0.6794776916503906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09772_Augsburg,-0.7515907287597656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09773_Dillingen a.d. Donau,-0.9386863708496094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09774_Günzburg,-1.0891342163085938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09775_Neu-Ulm,-1.2213821411132812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09776_Lindau (Bodensee),-0.30640411376953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09777_Ostallgäu,-0.14934539794921875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09778_Unterallgäu,-0.5365715026855469,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09779_Donau-Ries,-0.8553390502929688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09780_Oberallgäu,0.09036636352539062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10041_Regionalverband Saarbrücken,-0.20318222045898438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10042_Merzig-Wadern,0.1171417236328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10043_Neunkirchen,-0.0538330078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10044_Saarlouis,-0.1181640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10045_Saarpfalz-Kreis,-0.023426055908203125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10046_St. Wendel,0.025705337524414062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
11000_Berlin,0.042896270751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12051_Brandenburg an der Havel,-0.24201583862304688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12052_Cottbus,-0.4085578918457031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12053_Frankfurt (Oder),-0.4228935241699219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12054_Potsdam,-0.11273193359375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12060_Barnim,-0.11151123046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12061_Dahme-Spreewald,-0.4918670654296875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12062_Elbe-Elster,-0.7472877502441406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12063_Havelland,-0.26019287109375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12064_Märkisch-Oderland,-0.36864471435546875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12065_Oberhavel,0.033905029296875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12066_Oberspreewald-Lausitz,-0.6571083068847656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12067_Oder-Spree,-0.332611083984375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12068_Ostprignitz-Ruppin,-0.03803253173828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12069_Potsdam-Mittelmark,-0.21240234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12070_Prignitz,-0.016185760498046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12071_Spree-Neiße,-0.47411346435546875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12072_Teltow-Fläming,-0.1948394775390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12073_Uckermark,-0.16815567016601562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13003_Rostock,-0.3844947814941406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13004_Schwerin,0.04103851318359375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13072_Rostock,-0.07040786743164062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13076_Ludwigslust-Parchim,0.01610565185546875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13071_Mecklenburgische Seenplatte,-0.05335235595703125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13073_Vorpommern-Rügen,-0.13328170776367188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13074_Nordwestmecklenburg,-0.12199783325195312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13075_Vorpommern-Greifswald,-0.11736679077148438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14511_Chemnitz,-0.7424545288085938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14522_Mittelsachsen,-0.6586570739746094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14523_Vogtlandkreis,-0.6943893432617188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14521_Erzgebirgskreis,-0.6187171936035156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14524_Zwickau,-0.6847305297851562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14612_Dresden,-0.8390426635742188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14626_Görlitz,-0.7713546752929688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14625_Bautzen,-0.8122520446777344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14627_Meißen,-0.9711799621582031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14628_Sächsische Schweiz-Osterzgebirge,-0.98138427734375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14713_Leipzig,-0.6520156860351562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14729_Leipzig,-0.7389030456542969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14730_Nordsachsen,-0.7201957702636719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15001_Dessau-Roßlau,-0.6488685607910156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15082_Anhalt-Bitterfeld,-0.6082725524902344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15091_Wittenberg,-0.6597518920898438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15002_Halle (Saale),-0.954498291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15084_Burgenlandkreis,-0.8882102966308594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15088_Saalekreis,-0.7781181335449219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15087_Mansfeld-Südharz,-0.9409713745117188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15003_Magdeburg,-0.7585868835449219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15085_Harz,-0.5571403503417969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15086_Jerichower Land,-0.4141998291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15083_Börde,-0.7078018188476562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15090_Stendal,-0.4398078918457031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15089_Salzlandkreis,-0.9127082824707031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15081_Altmarkkreis Salzwedel,-0.472686767578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_Erfurt,-0.6373176574707031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_Gera,-0.5753746032714844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_Jena,-0.9470634460449219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_Suhl,0.40406036376953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_Weimar,-0.94708251953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_Eisenach,-0.09794235229492188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16061_Eichsfeld,-0.209014892578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16062_Nordhausen,-0.6505775451660156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16063_Wartburgkreis,-0.3370208740234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16064_Unstrut-Hainich-Kreis,-0.5871391296386719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16065_Kyffhäuserkreis,-1.1112251281738281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16066_Schmalkalden-Meiningen,-0.32373046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16067_Gotha,-0.5391731262207031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16068_Sömmerda,-1.0273246765136719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16069_Hildburghausen,0.2296581268310547,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16070_Ilm-Kreis,-0.3825225830078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16071_Weimarer Land,-0.94580078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16072_Sonneberg,0.18711090087890625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16073_Saalfeld-Rudolstadt,-0.5297012329101562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16074_Saale-Holzland-Kreis,-0.7505683898925781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16075_Saale-Orla-Kreis,-0.43436431884765625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16076_Greiz,-0.7317695617675781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16077_Altenburger Land,-0.9708747863769531,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_01059_Region_um_Flensburg,0.096832275390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01002_01057_01058_Region_um_Kiel,0.2893104553222656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01003_13074_01055_01053_01062_Region_um_Lübeck,0.0080718994140625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01004_01058_01060_01057_01002_Region_um_Neumünster,0.3697700500488281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.2931861877441406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.4462471008300781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03103_03154_03151_Region_um_Wolfsburg,-0.2833366394042969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.29936981201171875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03402_03452_03457_Region_um_Emden,0.146453857421875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.316253662109375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03404_03459_05566_Region_um_Osnabrück,0.28974151611328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03405_03455_Region_um_Wilhelmshaven,0.11615753173828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.1835479736328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
04012_03352_03461_Region_um_Bremerhaven,0.20708847045898438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05111_05162_05158_05112_Region_um_Düsseldorf,0.005687713623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.025318145751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.19189071655273438,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.0171966552734375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05116_05370_05166_05162_Region_um_Mönchengladbach,0.02561187744140625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.024137496948242188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.04196929931640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05120_05124_05122_05378_05374_Region_um_Remscheid,0.05463409423828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05122_05158_05124_05378_05120_Region_um_Solingen,0.08227920532226562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.0555572509765625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05314_05382_Region_um_Bonn,-0.5476150512695312,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05316_05315_05378_05158_Region_um_Leverkusen,-0.2587623596191406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.20850372314453125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.203704833984375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05515_05566_05558_05570_Region_um_Münster,0.29217529296875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05711_05754_05758_05766_Region_um_Bielefeld,0.060436248779296875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.30047607421875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.3101692199707031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05914_05954_05913_05978_05962_Region_um_Hagen,0.3443794250488281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05915_05978_05974_05570_05558_Region_um_Hamm,0.20858001708984375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05916_05513_05562_05911_Region_um_Herne,0.255462646484375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06411_06432_06438_Region_um_Darmstadt,-0.6043357849121094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-0.6072769165039062,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-0.3860206604003906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-1.2523918151855469,DD,sem,days_with_precipitation_amount_below_threshold,days,1
